iter	Logloss
0	0.5981174139
1	0.5206667626
2	0.4559662767
3	0.4011539326
4	0.3545149654
5	0.3142698833
6	0.2793329957
7	0.2490170465
8	0.2223187109
9	0.198891221
10	0.1780677142
11	0.1596691811
12	0.1433753688
13	0.1289102057
14	0.1159692427
15	0.1045155282
16	0.09415604994
17	0.0849224778
18	0.07665046689
19	0.06923256804
20	0.06254774126
21	0.05661619942
22	0.05124914867
23	0.04641443194
24	0.04201683082
25	0.03806852794
26	0.03456518319
27	0.03132404524
28	0.02849023679
29	0.0259142659
30	0.02353982901
31	0.0213952191
32	0.01946615853
33	0.01773652003
34	0.01619040098
35	0.014806827
36	0.01351648326
37	0.01234428634
38	0.01131884173
39	0.01036486338
40	0.009505777532
41	0.008750094458
42	0.008041879349
43	0.007402959222
44	0.006821536287
45	0.006295858906
46	0.005817772166
47	0.005390071949
48	0.004998897763
49	0.004650078692
50	0.004329650423
51	0.00404084327
52	0.003807249044
53	0.00356904948
54	0.003355557735
55	0.003155954446
56	0.002979118193
57	0.002843266265
58	0.002697512388
59	0.002566593728
60	0.002444136458
61	0.002334297646
62	0.002232862595
63	0.002144347819
64	0.002061033651
65	0.001987195494
66	0.001920945699
67	0.001875846428
68	0.001819699697
69	0.00176596333
70	0.00171879153
71	0.001675541037
72	0.001635742916
73	0.001602835579
74	0.001570746968
75	0.001541093614
76	0.001515102426
77	0.001494154402
78	0.001471249882
79	0.001458977728
80	0.001438724665
81	0.001423394405
82	0.001406681076
83	0.001391792494
84	0.001381005133
85	0.001368577745
86	0.001362975093
87	0.001350540266
88	0.00134152419
89	0.001332170427
90	0.001327002282
91	0.001317316742
92	0.001310294908
93	0.001301922144
94	0.001295061119
95	0.00129222179
96	0.001287239267
97	0.001281926746
98	0.001275387563
99	0.001270485855
