iter	Logloss
0	0.5982698022
1	0.5209515774
2	0.456492425
3	0.4016499153
4	0.3549831391
5	0.3147279193
6	0.2797589975
7	0.2494074774
8	0.2226495463
9	0.1992768155
10	0.1784783262
11	0.1600839659
12	0.1438161041
13	0.129341653
14	0.1164132173
15	0.1049143882
16	0.09460960775
17	0.0853739031
18	0.07708353752
19	0.06969792955
20	0.0629762251
21	0.0570255377
22	0.05165187322
23	0.04681300756
24	0.0424471891
25	0.03851595707
26	0.03501066626
27	0.03180240173
28	0.02894753879
29	0.02636396134
30	0.0240266921
31	0.0219141736
32	0.02000991578
33	0.01830551647
34	0.01674527779
35	0.01535205216
36	0.01410582788
37	0.01296329215
38	0.01192980834
39	0.01100731587
40	0.01018117733
41	0.009410478243
42	0.008734062868
43	0.008118284203
44	0.007562667974
45	0.00705488288
46	0.006595433443
47	0.006191318314
48	0.005813941545
49	0.00547734999
50	0.005176521046
51	0.004903754417
52	0.004652953708
53	0.004423928418
54	0.004221270052
55	0.00403845265
56	0.003875734472
57	0.003726843319
58	0.003593262736
59	0.003468935296
60	0.003361584565
61	0.003261709427
62	0.00317326431
63	0.003095199154
64	0.003019335915
65	0.002961796051
66	0.002896056114
67	0.002841675933
68	0.002786041816
69	0.002739936694
70	0.002701644225
71	0.002665706225
72	0.002629570807
73	0.002598567844
74	0.002566846032
75	0.002541239696
76	0.002518549776
77	0.002498780833
78	0.002479974467
79	0.002466655551
80	0.002450685975
81	0.002436845932
82	0.002424156207
83	0.002413575434
84	0.002403987453
85	0.002394287493
86	0.002381994888
87	0.002375083145
88	0.002367619094
89	0.002360716135
90	0.002355370199
91	0.002350966574
92	0.002345666052
93	0.002339397809
94	0.002334816459
95	0.002329919604
96	0.002327015306
97	0.002322874933
98	0.002318183441
99	0.002315382903
